food_id,name,alternate_names,variants,category,subcategory,serving_amount,serving_unit,serving_weight_g,calories_min,calories_max,protein_min,protein_max,carbs_min,carbs_max,fat_min,fat_max,fiber_min,fiber_max,iron_min,iron_max,calcium_min,calcium_max,magnesium_min,magnesium_max,potassium_min,potassium_max,zinc_min,zinc_max,sodium_min,sodium_max,vitamin_a_min,vitamin_a_max,vitamin_c_min,vitamin_c_max,vitamin_d_min,vitamin_d_max,vitamin_e_min,vitamin_e_max,vitamin_k_min,vitamin_k_max,vitamin_b1_min,vitamin_b1_max,vitamin_b2_min,vitamin_b2_max,vitamin_b6_min,vitamin_b6_max,folate_min,folate_max,vitamin_b12_min,vitamin_b12_max,dietary_tags,allergens,ingredients,price_min_inr,price_max_inr,source,source_basis,confidence,variant_review_notes,fix_notes,nutrition_source,nutrition_source_basis,nutrition_confidence,b12_source,b12_source_basis,b12_confidence,price_source,price_source_basis,price_confidence,match_type,match_food,uncertainty_method,uncertainty_percent,variant_status
FD204,Amritsari Kulcha,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,188.66,282.99,4.857,7.286,31.251,46.876,4.721,7.082,1.864,2.796,0.981,1.471,48.11,72.165,23.834,35.751,142.726,214.088,0.607,0.91,191.835,287.752,20.147,30.221,2.064,3.096,3.067,4.601,1.145,1.718,1.744,2.617,0.088,0.132,0.06,0.09,0.062,0.093,10.63,15.946,0.0,0.0,Vegetarian,"Dairy, Gluten","maida, potato filling, spices, ghee",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Naan (70%) + Potato parantha/paratha (Aloo ka parantha/paratha) (30%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Amritsari Kulcha modeled as a naan-family bread base plus a spiced-potato-stuffing component, replacing the prior navratan pulao mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | Allergen audit: ghee added -> Dairy included",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Naan (70%) + Potato parantha/paratha (Aloo ka parantha/paratha) (30%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Amritsari Kulcha modeled as a naan-family bread base plus a spiced-potato-stuffing component, replacing the prior navratan pulao mismatch.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Naan (70%) + Potato parantha/paratha (Aloo ka parantha/paratha) (30%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD205,Kerala Parotta,"Kerala Porotta, Malabar Parotta",,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,250.952,376.428,3.277,4.915,19.452,29.178,17.688,26.533,3.443,5.164,1.255,1.882,11.46,17.19,38.129,57.193,96.41,144.614,0.872,1.307,40.276,60.413,59.098,88.646,0.0,0.0,4.2,6.299,5.313,7.97,1.704,2.556,0.128,0.192,0.048,0.073,0.076,0.114,9.114,13.671,0.0,0.0,Vegetarian,Gluten,"maida, oil",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (follow-up): Kerala Parotta modeled as a paratha base plus extra ghee/oil for its characteristic refined-flour, heavily-layered richness, differentiating it from the leaner whole-wheat Wheat Parotta (FD206), which shares the same base analogue. INDB 2024.11 values per 100g converted to 90g serving; band ±20%. Vitamin D=D2+D3; Vitamin K=K1+K2. Vitamin B12 not present in supplied workbook, left TBD.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 3 follow-up: resolved self-introduced duplicate. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (follow-up): Kerala Parotta modeled as a paratha base plus extra ghee/oil for its characteristic refined-flour, heavily-layered richness, differentiating it from the leaner whole-wheat Wheat Parotta (FD206), which shares the same base analogue. INDB 2024.11 values per 100g converted to 90g serving; band ±20%. Vitamin D=D2+D3; Vitamin K=K1+K2. Vitamin B12 not present in supplied workbook, left TBD.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD206,Wheat Parotta,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,228.2,308.741,3.868,5.233,23.48,31.767,12.897,17.448,4.157,5.624,1.513,2.047,11.333,15.333,45.828,62.002,113.9,154.1,1.043,1.411,47.481,64.239,0.0,0.0,0.0,0.0,4.914,6.648,6.173,8.352,1.327,1.795,0.154,0.208,0.055,0.074,0.091,0.124,10.692,14.465,0.0,0.0,Vegetarian,Gluten,"whole wheat flour, oil",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Plain parantha/paratha (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Wheat Parotta modeled on INDB Plain parantha (same layered wheat-flour flatbread family), replacing the prior wheat-cake mismatch.",Medium,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Plain parantha/paratha (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Wheat Parotta modeled on INDB Plain parantha (same layered wheat-flour flatbread family), replacing the prior wheat-cake mismatch.",Medium,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Plain parantha/paratha (100%),"prep-variability modeling band (internally generated, not source-reported)",15.0,No variants listed
FD207,Kothu Parotta,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,209.184,313.777,4.635,6.953,15.608,23.412,14.056,21.085,2.764,4.145,1.288,1.932,17.921,26.882,32.399,48.599,99.681,149.521,0.881,1.322,80.137,120.205,29.908,44.862,0.046,0.068,3.384,5.076,6.309,9.463,3.467,5.201,0.111,0.167,0.067,0.101,0.086,0.128,14.669,22.004,0.35,0.6,Vegetarian,"Egg, Gluten","chopped parotta (maida), egg, onion, spices, oil",17,46,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Plain parantha/paratha (70%) + Plain omelette/omlet (30%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Kothu Parotta modeled as chopped parotta stir-fried with egg (the common version); a fully vegetarian version would omit the egg component, replacing the prior raita mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Plain parantha/paratha (70%) + Plain omelette/omlet (30%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Kothu Parotta modeled as chopped parotta stir-fried with egg (the common version); a fully vegetarian version would omit the egg component, replacing the prior raita mismatch.",Low,USDA FoodData Central,"Category-level estimate: egg is the dish's primary animal-protein component. USDA value for egg, whole, cooked (~0.5-0.6 mcg per 50g large egg, ~1.1 mcg/100g), scaled to a typical egg-content fraction of this serving. Not from INDB (INDB has no B12 column).",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Plain parantha/paratha (70%) + Plain omelette/omlet (30%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD208,Lachha Paratha,Laccha Paratha,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,228.2,308.741,3.868,5.233,23.48,31.767,12.897,17.448,4.157,5.624,1.513,2.047,11.333,15.333,45.828,62.002,113.9,154.1,1.043,1.411,47.481,64.239,0.0,0.0,0.0,0.0,4.914,6.648,6.173,8.352,1.327,1.795,0.154,0.208,0.055,0.074,0.091,0.124,10.692,14.465,0.0,0.0,Vegetarian,"Dairy, Gluten","whole wheat flour/maida, ghee",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Lachha Paratha modeled directly on INDB Plain parantha (layered, unfilled), now distinct from the filled Sattu Paratha above. Components: Plain parantha/paratha (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Medium,,"Section 3: differentiated from a previously identical duplicate-profile group per audit Section C. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | Allergen audit: ghee added -> Dairy included",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Lachha Paratha modeled directly on INDB Plain parantha (layered, unfilled), now distinct from the filled Sattu Paratha above. Components: Plain parantha/paratha (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Medium,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Plain parantha/paratha (100%),"prep-variability modeling band (internally generated, not source-reported)",15.0,No variants listed
FD209,Missi Roti,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,230.011,281.124,7.438,9.091,32.423,39.628,7.475,9.136,7.054,8.622,3.117,3.809,43.269,52.884,92.755,113.367,389.87,476.508,1.706,2.086,126.304,154.372,0.0,0.0,6.5,7.944,6.54,7.993,3.275,4.003,72.438,88.535,0.258,0.316,0.11,0.135,0.18,0.22,57.793,70.636,0.0,0.0,Vegetarian,Gluten,"gram flour, wheat flour, spices",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Soya roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Soya roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Soya roti,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD210,Bajra Roti,Bajri Roti,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,190.057,285.086,2.515,3.772,17.418,26.127,12.132,18.197,3.738,5.607,0.802,1.202,10.629,15.943,38.53,57.795,110.012,165.018,0.596,0.894,170.078,255.118,105.433,158.15,1.686,2.53,8.543,12.814,0.751,1.127,0.847,1.271,0.086,0.128,0.025,0.037,0.092,0.138,9.079,13.618,0.0,0.0,Vegetarian,,"pearl millet (bajra) flour, water, salt",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Makki ki roti (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Bajra Roti modeled on INDB Makki ki roti (closest available coarse-grain unleavened flatbread; no bajra-specific entry exists), replacing the prior bajra-ladoo (sweet) mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Makki ki roti (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Bajra Roti modeled on INDB Makki ki roti (closest available coarse-grain unleavened flatbread; no bajra-specific entry exists), replacing the prior bajra-ladoo (sweet) mismatch.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Makki ki roti (100%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD211,Jowar Roti,Jolada Rotti,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,191.676,319.459,6.199,10.331,27.019,45.032,6.229,10.382,5.878,9.797,2.597,4.329,36.058,60.096,77.296,128.826,324.892,541.486,1.422,2.37,105.254,175.423,0.0,0.0,5.417,9.028,5.45,9.083,2.729,4.548,60.365,100.608,0.215,0.359,0.092,0.153,0.15,0.25,48.161,80.268,0.0,0.0,Vegetarian,,"sorghum (jowar) flour, water, salt",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Soya roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Soya roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Soya roti,"prep-variability modeling band (internally generated, not source-reported)",25.0,No variants listed
FD212,Rumali Roti,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,178.179,296.964,2.357,3.929,16.33,27.216,11.373,18.956,3.504,5.841,0.752,1.253,9.965,16.608,36.122,60.203,103.136,171.893,0.559,0.931,159.449,265.748,98.844,164.74,1.581,2.635,8.009,13.348,0.704,1.173,0.794,1.324,0.08,0.134,0.023,0.038,0.087,0.144,8.511,14.186,0.0,0.0,Vegetarian,Gluten,"maida, water, salt",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Makki ki roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Makki ki roti; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Makki ki roti,"prep-variability modeling band (internally generated, not source-reported)",25.0,No variants listed
FD213,Sheermal,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,203.619,305.429,5.239,7.859,38.217,57.325,3.239,4.859,1.309,1.964,0.859,1.289,57.748,86.622,18.054,27.081,110.602,165.904,0.52,0.78,212.399,318.598,26.048,39.072,0.497,0.746,2.828,4.242,0.127,0.19,1.088,1.633,0.073,0.11,0.063,0.095,0.048,0.072,9.362,14.043,0.05,0.15,Vegetarian,"Dairy, Gluten","maida, milk, sugar, saffron, ghee",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Naan (90%) + jam (10%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Sheermal modeled on INDB Naan (enriched leavened flatbread) with a small sugar/milk-enrichment allowance for its saffron-milk glaze, replacing the prior fox-nut-milk-pudding mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Naan (90%) + jam (10%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Sheermal modeled on INDB Naan (enriched leavened flatbread) with a small sugar/milk-enrichment allowance for its saffron-milk glaze, replacing the prior fox-nut-milk-pudding mismatch.",Low,USDA FoodData Central,"Category-level estimate: curd/yogurt or milk is the dish's primary (or only) dairy component. USDA values for plain curd/yogurt and whole milk (~0.4-0.6 mcg/100g), scaled to a typical dairy-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Naan (90%) + jam (10%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD214,Bhakri,,,Dinner Breads & Tiffin,Bread & Flatbread,1,piece,90,145.664,218.496,4.23,6.345,25.668,38.502,2.564,3.846,4.544,6.816,1.64,2.46,12.396,18.594,50.0,75.0,124.4,186.6,1.14,1.71,0.836,1.254,18.44,27.66,0.0,0.0,5.372,8.058,0.219,0.329,0.6,0.9,0.168,0.252,0.06,0.09,0.1,0.15,11.688,17.532,0.0,0.0,Vegetarian,,"jowar/bajra flour, water, salt",15,40,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Chapati/Roti (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Bhakri modeled on INDB Chapati/Roti (closest available unleavened flatbread; no jowar/bajra-specific entry exists), replacing the prior unclear ""Rasbhari"" mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Chapati/Roti (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 90 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Bhakri modeled on INDB Chapati/Roti (closest available unleavened flatbread; no jowar/bajra-specific entry exists), replacing the prior unclear ""Rasbhari"" mismatch.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Chapati/Roti (100%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
